Name,Redshift,Classification,Requested
NGC 2082,0.003950,SAB(rs+)c,B
NGC 2087,0.014910,SAB(rs)ab:,B
NGC 2089,0.009960,SAB0-:,AB
NGC 2089,0.009960,SAB0-:,S0
NGC 2090,0.003075,SA:(rs)b,A
NGC 2101,0.004016,IB(s)m pec,B
NGC 2104,0.003873,SAB(s)cd:,B
NGC 2106,0.006568,(L)SB(s)0^0,B
NGC 2106,0.006568,(L)SB(s)0^0,S0
NGC 2110,0.007647,SAB0-          Sy2,S0
NGC 2110,0.007647,SAB0-          Sy2,AB
NGC 2119,0.011548,E,E
NGC 2124,0.009880,SA(s)b?,A
NGC 2128,0.009727,S0-:,S0
NGC 2128,0.009727,S0-:,E
NGC 2131,0.005571,IB(s)m:,B
NGC 2139,0.006124,SAB(rs)cd      HII,B
NGC 2139,0.006124,SAB(rs)cd      HII,AB
NGC 2144,0.015924,SA(s)a,A
NGC 2146,0.002975,SB(s)ab p; HII;LIRG,B
NGC 2146A,0.004983,SAB(s)c:,AB
NGC 2148,0.033867,SA(rs)ab,A
NGC 2150,0.014902,(R_1)SAB(r)a   HII,AB
NGC 2152,0.027692,SB(l)a,B
NGC 2178,0.026882,E1,S0
NGC 2178,0.026882,E1,E
NGC 2179,0.009623,(R)SA(r)0^+?,A
NGC 2179,0.009623,(R)SA(r)0^+?,S0
NGC 2179,0.009623,(R)SA(r)0^+?,S0/a
NGC 2187,0.013316,(Sa?) + (E:),S0
NGC 2187A,0.013222,SA(s)a?,A
NGC 2188,0.002492,SB(s)m,B
NGC 2191,0.015050,SB(r)0^0^:,B
NGC 2191,0.015050,SB(r)0^0^:,S0
NGC 2196,0.007735,(R':)SA(rs)ab  HII,A
NGC 2199,0.015527,(R_1R'_2)SAB(r)a,A
NGC 2200,0.016305,SB(rs)c,B
NGC 2201,0.015547,SB(r)bc,AB
NGC 2205,0.027969,(R')SAB(rs)0-:,AB
NGC 2205,0.027969,(R')SAB(rs)0-:,S0
NGC 2206,0.020938,SAB(rs)bc:,AB
NGC 2207,0.009176,SAB(rs)bc pec,AB
NGC 2208,0.019400,S0:,S0
NGC 2211,0.006625,SB(r)0^0^:,S0
NGC 2211,0.006625,SB(r)0^0^:,B
NGC 2212,0.006738,SB(rs)0+ pec:,S0
NGC 2212,0.006738,SB(rs)0+ pec:,B
NGC 2216,0.009593,SAB(r)ab:      HII,AB
NGC 2217,0.005400,(R)SB(rs)0/a  LINER?,B
NGC 2217,0.005400,(R)SB(rs)0/a  LINER?,S0
NGC 2217,0.005400,(R)SB(rs)0/a  LINER?,S0/a
NGC 2222,0.008679,SBa? pec sp,B
NGC 2223,0.009056,SB(rs)bc,B
NGC 2223,0.009056,SB(rs)bc,AB
NGC 2227,0.007525,SB(rs)c,B
NGC 2228,0.024217,SA0^0^:,A
NGC 2228,0.024217,SA0^0^:,S0
NGC 2229,0.028116,SAB(s)0-? sp,S0
NGC 2229,0.028116,SAB(s)0-? sp,AB
NGC 2230,0.026932,(R')SA0-?,S0
NGC 2230,0.026932,(R')SA0-?,A
NGC 2233,0.024123,S0-: sp,S0
NGC 2235,0.027803,E2:;BrClG,S0
NGC 2235,0.027803,E2:;BrClG,E
NGC 2235,0.027803,E2:;BrClG,S0/a
NGC 2255,0.022926,SA(r:)c:       HII,AB
NGC 2256,0.017519,SAB0-?,AB
NGC 2256,0.017519,SAB0-?,E
NGC 2256,0.017519,SAB0-?,S0
NGC 2258,0.013539,SA(r)0^0^,S0
NGC 2258,0.013539,SA(r)0^0^,A
NGC 2263,0.009150,(R'_2)SB(r)ab,B
NGC 2267,0.005154,SB(rl)0^0,S0
NGC 2267,0.005154,SB(rl)0^0,B
NGC 2268,0.007428,SAB(r)bc,AB
NGC 2271,0.008659,SAB0-,E
NGC 2271,0.008659,SAB0-,AB
NGC 2271,0.008659,SAB0-,S0
NGC 2272,0.007104,SAB(s)0-,AB
NGC 2272,0.007104,SAB(s)0-,S0
NGC 2273,0.006138,SB(r)a:      Sy1/Sy2,B
NGC 2273A,0.007005,SAB(s)cd,AB
NGC 2273B,0.007008,SB(rs)cd:,B
NGC 2274,0.016785,E,E
NGC 2276,0.008056,SAB(rs)c,AB
NGC 2280,0.006321,SA(s)cd        HII,A
NGC 2283,0.002805,SB(s)cd,B
NGC 2289,0.016468,S0,S0
NGC 2290,0.016822,(R)SAa:,A
NGC 2291,0.017362,SA0^0^:,S0
NGC 2291,0.017362,SA0^0^:,A
NGC 2292,0.006791,SAB0^0^ pec,S0
NGC 2292,0.006791,SAB0^0^ pec,AB
NGC 2293,0.006795,SAB(s)0+ pec,AB
NGC 2293,0.006795,SAB(s)0+ pec,E
NGC 2293,0.006795,SAB(s)0+ pec,S0
NGC 2294,0.017068,E6?,E
NGC 2295,0.005444,Sab: sp,S0/a
NGC 2295,0.005444,Sab: sp,S0
NGC 2297,0.011325,(R'_1)SAB(rs)b,AB
NGC 2300,0.006354,SA0^0^,E
NGC 2300,0.006354,SA0^0^,S0
NGC 2300,0.006354,SA0^0^,A
NGC 2303,0.019700,E,E
NGC 2305,0.011671,E2: pec,E
NGC 2307,0.015204,SB(rs)ab,B
NGC 2310,0.003809,S0,S0
NGC 2314,0.012762,E3,E
NGC 2314,0.012762,E3,S0
NGC 2315,0.021000,S0/a,S0
NGC 2315,0.021000,S0/a,S0/a
NGC 2320,0.019827,E,E
NGC 2321,0.021075,SBa,B
NGC 2322,0.021088,SBa:,B
NGC 2325,0.007288,E4,E
NGC 2326,0.019960,SB(rs)b,B
NGC 2326A,0.020500,SA(s)m:        HII,A
NGC 2328,0.003896,(R')SAB0-?,AB
NGC 2328,0.003896,(R')SAB0-?,E
NGC 2328,0.003896,(R')SAB0-?,S0
NGC 2329,0.019330,S0-:,E
NGC 2329,0.019330,S0-:,S0
NGC 2332,0.019467,S0:           blazar,S0
NGC 2336,0.007352,SAB(r)bc;RET   Sy2,AB
NGC 2336,0.007352,SAB(r)bc;RET   Sy2,B
NGC 2337,0.001454,IBm,B
NGC 2339,0.007519,SAB(rs)bc      AGN,AB
NGC 2339,0.007519,SAB(rs)bc      AGN,B
NGC 2340,0.019764,E,E
NGC 2344,0.003239,SA(rs)c:,A
NGC 2347,0.014760,(R')SA(r)b:,A
NGC 2350,0.006261,S0/a,S0/a
NGC 2350,0.006261,S0/a,S0
NGC 2365,0.007595,SABa,AB
NGC 2366,0.000344,IB(s)m         HII,B
NGC 2369,0.010807,(R')SAB(s)ab   LIRG,B
NGC 2369A,0.010497,SA(rs)b,AB
NGC 2369B,0.010107,(R':)SB(rs)ab,B
NGC 2370,0.018346,SB?,B
NGC 2375,0.026215,SB(s)b,B
NGC 2377,0.008189,SA(s)c:        HII,A
NGC 2379,0.013469,SA0:,S0
NGC 2379,0.013469,SA0:,A
NGC 2380,0.005944,SAB0^0^:,S0
NGC 2380,0.005944,SAB0^0^:,AB
NGC 2380,0.005944,SAB0^0^:,E
NGC 2381,0.010436,(R_1R'_2)SAB(rl)a,B
NGC 2388E,0.013156,SAB(rs)c       HII,AB
NGC 2397,0.004520,SAB(rs)b,B
NGC 2397A,0.014732,SAB(rs)c,A
NGC 2397B,0.004590,IB(s)m pec,B
NGC 2403,0.000445,SAB(s)cd;HII   LINER,AB
NGC 2407,0.028029,S0-:,S0
NGC 2407,0.028029,S0-:,E
NGC 2410,0.015467,SBb?           NLAGN,B
NGC 2411,0.016542,,E
NGC 2417,0.010704,SAB(rs)bc,A
NGC 2418,0.016802,E,E
NGC 2424,0.011155,SB(r)b: sp,B
NGC 2426,0.018933,E,E
NGC 2427,0.003242,SAB(s)c pec,AB
NGC 2431,0.018943,(R')SB(s)a:,B
NGC 2434,0.004637,E0-1,E
NGC 2434,0.004637,E0-1,S0
NGC 2441,0.011562,SAB(r)b:,AB
NGC 2442,0.004890,SAB(s)bc pec,B
NGC 2442,0.004890,SAB(s)bc pec,AB
NGC 2456,0.024557,E,E
NGC 2460,0.004810,SA(s)a         AGN,A
NGC 2466,0.017722,SA(s)c:,A
NGC 2474,0.018776,E0,E
NGC 2475,0.018623,E1,E
NGC 2476,0.012439,E?,E
NGC 2480,0.007822,Sc;WR?         HII,B
NGC 2484,0.040825,S0:            LERG,E
NGC 2484,0.040825,S0:            LERG,S0
NGC 2487,0.016101,SB(r)c,B
NGC 2488,0.028313,S0-:,E
NGC 2488,0.028313,S0-:,S0
NGC 2490,0.022709,S0^-,S0
NGC 2492,0.022181,S0-:,S0
NGC 2492,0.022181,S0-:,E
NGC 2493,0.012974,SB0,B
NGC 2493,0.012974,SB0,S0
NGC 2494,0.011862,(R')SB(rs)0/a  HII,B
NGC 2494,0.011862,(R')SB(rs)0/a  HII,S0/a
NGC 2494,0.011862,(R')SB(rs)0/a  HII,S0
NGC 2496,0.031875,E,E
NGC 2497,0.027262,E?,E
NGC 2498,0.015744,SBa:,B
NGC 2500,0.001715,SB(rs)d        HII,B
NGC 2501,0.007222,SAB(r)0^0^?,S0
NGC 2501,0.007222,SAB(r)0^0^?,AB
NGC 2502,0.003551,SB(rs)0^+,E
NGC 2502,0.003551,SB(rs)0^+,S0
NGC 2502,0.003551,SB(rs)0^+,AB
NGC 2503,0.018379,SAB(rs)bc,B
NGC 2503,0.018379,SAB(rs)bc,AB
NGC 2505,0.023785,SBa,B
NGC 2507,0.015220,S0/a pec,S0/a
NGC 2507,0.015220,S0/a pec,S0
NGC 2508,0.014416,S0^0^ pec,E
NGC 2510,0.013307,S0:,S0
NGC 2512,0.015684,SBb            Sbrst,B
NGC 2513,0.015561,E3,E
NGC 2514,0.016177,SB(s)bc,B
NGC 2517,0.004923,SAB(rs)0^0^:,S0
NGC 2517,0.004923,SAB(rs)0^0^:,AB
NGC 2518,0.017532,S0-:,E
NGC 2518,0.017532,S0-:,S0
NGC 2521,0.018413,,E
NGC 2521,0.018413,,A
NGC 2521,0.018413,,S0
NGC 2522,0.015698,S0/a,S0/a
NGC 2522,0.015698,S0/a,S0
NGC 2523,0.011578,SB(r)bc,B
NGC 2523A,0.012699,SB(s)c:,B
NGC 2523B,0.012782,SA(s)b: sp,A
NGC 2523C,0.012038,E?,E
NGC 2524,0.013066,S0/a,S0/a
NGC 2524,0.013066,S0/a,S0
NGC 2525,0.005270,SB(s)c         HII,B
NGC 2528,0.013106,SAB(rs)b       LLIRG,AB
NGC 2530,0.016772,SB(s)d,B
NGC 2532,0.017506,SAB(rs)c       AGN?,AB
NGC 2534,0.011767,E1? pec,E
NGC 2535,0.013666,SA(r)c pec     LLIRG,A
NGC 2536,0.013739,SB(rs)c pec,B
NGC 2537,0.001438,SB(s)m pec     HII,B
NGC 2537A,0.039960,SB(rs)c,B
NGC 2538,0.013339,(R')SBa,B
NGC 2540,0.021015,SB(rs)cd:      HII,B
NGC 2541,0.001828,SA(s)cd        LINER,A
NGC 2543,0.008238,SB(s)b,B
NGC 2544,0.009423,(R')SB(s)a     Sbrst,B
NGC 2545,0.011291,(R)SB(r)ab     LINER,B
NGC 2549,0.003506,SA(r)0^0^      PAS,A
NGC 2549,0.003506,SA(r)0^0^      PAS,S0
NGC 2551,0.007819,SA(s)0/a,S0/a
NGC 2551,0.007819,SA(s)0/a,S0
NGC 2551,0.007819,SA(s)0/a,A
NGC 2552,0.001748,SA(s)m?,A
NGC 2554,0.013870,S0/a,S0
NGC 2554,0.013870,S0/a,S0/a
NGC 2555,0.014693,SB(rs)ab,B
NGC 2557,0.016126,SB0,S0
NGC 2557,0.016126,SB0,B
NGC 2558,0.016608,SAB(rs)ab,AB
NGC 2559,0.005200,SB(s)bc pec:,B
NGC 2560,0.016288,S0/a,S0
NGC 2560,0.016288,S0/a,S0/a
NGC 2561,0.013763,SB?,B
NGC 2562,0.016886,S0/a:,S0
NGC 2562,0.016886,S0/a:,S0/a
NGC 2563,0.015040,S0^0:;BrClG,S0
NGC 2564,0.016892,S0-,S0
NGC 2565,0.011948,(R')SBbc;RET   Sbrst,B
NGC 2566,0.005460,(R')SB(r)ab,B
NGC 2569,0.017070,E?,E
NGC 2573,0.008102,SAB(rs+)c,AB
NGC 2573A,0.008249,SBb? pec,B
NGC 2573B,0.008533,IBm? pec,B
NGC 2574,0.009557,SB(rs)ab:,B
NGC 2575,0.012909,SA(rs)cd:,A
NGC 2577,0.006878,S0-:,E
NGC 2577,0.006878,S0-:,S0
NGC 2578,0.015347,SB(r)0/a pec   AGN,S0/a
NGC 2578,0.015347,SB(r)0/a pec   AGN,S0
NGC 2578,0.015347,SB(r)0/a pec   AGN,B
NGC 2581,0.019694,SB?,B
NGC 2582,0.014714,(R')SAB(s)ab,AB
NGC 2582,0.014714,(R')SAB(s)ab,B
NGC 2583,0.019714,E:,E
NGC 2584,0.022819,SB(s)bc?       HII,B
NGC 2585,0.022909,SB(s)b pec     HII,B
NGC 2590,0.016658,SA(s)bc:       HII,A
NGC 2592,0.006601,E,E
NGC 2593,0.021198,S0/a,S0
NGC 2593,0.021198,S0/a,S0/a
NGC 2595,0.014457,SAB(rs)c,B
NGC 2595,0.014457,SAB(rs)c,AB
NGC 2598,0.015250,SBa?,B
NGC 2599,0.015850,SAa,A
NGC 2601,0.011111,(R'L)SAB(rs)a,AB
NGC 2602,0.044535,S0/a,S0
NGC 2602,0.044535,S0/a,S0/a
NGC 2604,0.006945,SB(rs)cd;WR;HIISbrst,B
NGC 2608,0.007192,SB(s)b:,B
NGC 2612,0.005450,S0-,S0/a
NGC 2612,0.005450,S0-,E
NGC 2612,0.005450,S0-,S0
NGC 2613,0.005591,SA(s)b         HII,A
NGC 2614,0.011531,SA(r)c:,A
NGC 2615,0.014083,SB(rs)b        HII,B
NGC 2616,0.031128,SAB(rs)0^0^?,S0
NGC 2616,0.031128,SAB(rs)0^0^?,AB
NGC 2618,0.013446,(R')SA(rs)ab,A
NGC 2628,0.012055,SAB(r)c?,AB
NGC 2629,0.011956,SA(r)0^0^:,A
NGC 2629,0.011956,SA(r)0^0^:,S0
NGC 2629,0.011956,SA(r)0^0^:,E
NGC 2633,0.007255,SB(s)b         HII,B
NGC 2634,0.007532,E1:,E
NGC 2634A,0.006958,SB(s)bc? sp,B
NGC 2636,0.006911,E0:,E
NGC 2638,0.012849,S0/a,S0
NGC 2638,0.012849,S0/a,S0/a
NGC 2639,0.011128,(R)SA(r)a:?    Sy1.9,A
NGC 2640,0.003506,SA0^-,S0
NGC 2640,0.003506,SA0^-,AB
NGC 2641,0.010417,S0:,S0
NGC 2642,0.014473,SB(r)bc        HII,B
NGC 2646,0.012275,SB(r)0^0^:,S0
NGC 2646,0.012275,SB(r)0^0^:,B
NGC 2649,0.014156,SAB(rs)bc:,B
NGC 2649,0.014156,SAB(rs)bc:,AB
NGC 2650,0.012762,SB(rs)b:,B
NGC 2654,0.004465,SBab: sp;AGN?  RET,B
NGC 2655,0.004670,SAB(s)0/a      Sy2,S0
NGC 2655,0.004670,SAB(s)0/a      Sy2,AB
NGC 2655,0.004670,SAB(s)0/a      Sy2,S0/a
NGC 2656,0.045491,BrClG,A
NGC 2656,0.045491,BrClG,S0
NGC 2657,0.013806,SA(rs)d:,A
NGC 2663,0.007012,E,E
NGC 2665,0.005784,(R'_1)SB(r)a   HII,B
NGC 2672,0.014487,E1-2,E
NGC 2673,0.012508,E0 pec,E
NGC 2675,0.031034,E,E
NGC 2676,0.029057,S0:,S0
NGC 2679,0.006787,SB0:,B
NGC 2679,0.006787,SB0:,S0
NGC 2681,0.002308,(R')SAB(rs)0/a Sy3,AB
NGC 2681,0.002308,(R')SAB(rs)0/a Sy3,S0/a
NGC 2681,0.002308,(R')SAB(rs)0/a Sy3,S0
NGC 2683,0.001371,SA(rs)b;LINER  Sy2,A
NGC 2685,0.002945,(R)SB0+ pec;RETSy2,S0
NGC 2685,0.002945,(R)SB0+ pec;RETSy2,B
NGC 2686a,0.052095,BrClG          NLAGN,E
NGC 2687b,0.049386,BrClG,S0
NGC 2690,0.005360,Sab: sp,S0/a
NGC 2690,0.005360,Sab: sp,S0
NGC 2692,0.012585,SBab:,B
NGC 2693,0.016083,E3:,E
NGC 2694,0.016908,E1,E
NGC 2695,0.006114,SAB(s)0^0^?,AB
NGC 2695,0.006114,SAB(s)0^0^?,E
NGC 2695,0.006114,SAB(s)0^0^?,S0
NGC 2696,0.043797,E+,E
NGC 2697,0.006084,SA(s)0+:,S0
NGC 2697,0.006084,SA(s)0+:,A
NGC 2698,0.006338,SA0+?,A
NGC 2698,0.006338,SA0+?,E
NGC 2698,0.006338,SA0+?,S0
NGC 2699,0.006231,E:,E
NGC 2701,0.007779,SAB(rs)c:,AB
NGC 2704,0.023751,SB(r)ab,B
NGC 2706,0.005440,Sbc? sp,S0/a
NGC 2706,0.005440,Sbc? sp,S0
NGC 2708,0.006698,SAB(s)b pec?   HII,AB
NGC 2709,0.006421,SA0^0^ pec:,A
NGC 2709,0.006421,SA0^0^ pec:,S0
NGC 2710,0.008426,SB(rs)b,B
NGC 2711,0.020544,SB?,B
NGC 2712,0.006068,SB(r)b:,B
NGC 2713,0.012989,SB(rs)ab,B
NGC 2714,0.009340,E0,S0
NGC 2715,0.004413,SAB(rs)c,AB
NGC 2716,0.012055,(R)SB(r)0+,S0
NGC 2716,0.012055,(R)SB(r)0+,B
NGC 2717,0.008776,SAB(s)0-,AB
NGC 2717,0.008776,SAB(s)0-,S0
NGC 2717,0.008776,SAB(s)0-,E
NGC 2718,0.012785,(R')SAB(s)ab   Sbrst,AB
NGC 2720,0.029050,S0-:,S0
NGC 2720,0.029050,S0-:,E
NGC 2721,0.012399,SB(rs)bc pec   HII,B
NGC 2722,0.009200,SA(rs)bc pec:  HII,A
NGC 2723,0.012902,S0^0^:,S0
NGC 2724,0.010731,SAB(s)c,AB
NGC 2729,0.012741,S0?,S0
NGC 2729,0.012741,S0?,S0/a
NGC 2730,0.012759,SBdm:,B
NGC 2732,0.006538,S0,S0
NGC 2735,0.008172,SAB(rs)b? pec,AB
NGC 2742,0.004310,SA(s)c:,A
NGC 2742A,0.026243,SB(s)b pec?,B
NGC 2744,0.011421,SB(s)ab: pec,B
NGC 2746,0.023525,SB(rs)a        AGN?,B
NGC 2748,0.004923,SAbc           HII,A
NGC 2749,0.013811,E3             LINER,E
NGC 2750,0.008916,Sc,AB
NGC 2752,0.029554,SBb: sp,B
NGC 2754,0.018456,S0^0^ pec,S0
NGC 2758,0.006538,(R')SBbc pec?  HII,B
NGC 2759,0.023118,S0-:,S0
NGC 2759,0.023118,S0-:,E
NGC 2760,0.005150,E?,E
NGC 2762,0.015637,S0,S0
NGC 2763,0.006308,SB(r)cd pec    HII,B
NGC 2764,0.009066,S0:,S0
NGC 2765,0.012591,S0,S0
NGC 2767,0.016430,S?,S0/a
NGC 2767,0.016430,S?,S0
NGC 2768,0.004513,S0_1/2_        LINER,E
NGC 2768,0.004513,S0_1/2_        LINER,S0
NGC 2770,0.006494,SA(s)c:,A
NGC 2771,0.017007,(R')SB(r)ab,B
NGC 2775,0.004503,SA(r)ab        AGN?,A
NGC 2776,0.008759,SAB(rs)c,AB
NGC 2778,0.006835,E,E
NGC 2780,0.006519,Sab            HII,B
NGC 2781,0.006848,SAB(r)0+,S0
NGC 2781,0.006848,SAB(r)0+,S0/a
NGC 2781,0.006848,SAB(r)0+,AB
NGC 2782,0.008533,SAB(rs)a;Sy1   Sbrst,AB
NGC 2783,0.022515,S0^+^:         LINER,E
NGC 2784,0.002305,SA(s)0^0^:,A
NGC 2784,0.002305,SA(s)0^0^:,S0
NGC 2787,0.002322,SB(r)0+        LINER,S0
NGC 2787,0.002322,SB(r)0+        LINER,S0/a
NGC 2787,0.002322,SB(r)0+        LINER,B
NGC 2789,0.021161,S0/a,S0/a
NGC 2789,0.021161,S0/a,S0
NGC 2793,0.005627,SB(s)m pec,B
NGC 2794,0.029420,SB?            AGN,B
NGC 2795,0.028624,E,E
NGC 2798,0.005801,SB(s)a pec     HII,B
NGC 2799,0.005581,SB(s)m?        HII,B
NGC 2800,0.025424,E,E
NGC 2801,0.025762,SA(s)c,A
NGC 2804,0.027662,S0,S0
NGC 2805,0.005779,SAB(rs)d,AB
NGC 2809,0.027837,S0,S0
NGC 2810,0.011915,E,E
NGC 2811,0.007899,SB(rs)a,B
NGC 2813,0.028987,S0,S0
NGC 2815,0.008489,(R')SB(r)b     HII,B
NGC 2817,0.011788,SAB(rs)c,AB
NGC 2819,0.030011,E,E
NGC 2820,0.005267,SB(s)c pec sp,B
NGC 2822,0.005510,E?,E
NGC 2822,0.005510,E?,S0
NGC 2823,0.023756,SBa,B
NGC 2824,0.009200,S0             Sy?,S0
NGC 2826,0.021147,S0+: sp,S0
NGC 2826,0.021147,S0+: sp,S0/a
NGC 2828,0.021441,S0:,S0
NGC 2830,0.020367,SB0/a: sp,S0/a
NGC 2830,0.020367,SB0/a: sp,S0
NGC 2830,0.020367,SB0/a: sp,B
NGC 2831,0.017118,E0,E
NGC 2832,0.023006,E+2:;cD        LINER,E
NGC 2833,0.024308,S0/a,S0/a
NGC 2833,0.024308,S0/a,S0
NGC 2834,0.023260,S0:,E
NGC 2835,0.002959,SAB(rs)c       HII,B
NGC 2836,0.005654,SA(rs)bc:,A
NGC 2838,0.027744,E0,E
NGC 2839,0.027435,E?,E
NGC 2840,0.025017,SB(rs)bc,B
NGC 2841,0.002118,SA(r)b:;LINER  Sy1,A
NGC 2842,0.009530,(R_1)SAB(rs)0^+,S0
NGC 2842,0.009530,(R_1)SAB(rs)0^+,B
NGC 2842,0.009530,(R_1)SAB(rs)0^+,S0/a
NGC 2844,0.004937,SA(r)a:        HII,A
NGC 2844,0.004937,SA(r)a:        HII,S0/a
NGC 2844,0.004937,SA(r)a:        HII,S0
NGC 2845,0.008439,SA(rs)a        Sy2,A
NGC 2845,0.008439,SA(rs)a        Sy2,S0/a
NGC 2845,0.008439,SA(rs)a        Sy2,S0
NGC 2848,0.006791,SAB(s)c:       HII,AB
NGC 2851,0.017329,SA0^0^:,A
NGC 2851,0.017329,SA0^0^:,S0
NGC 2851,0.017329,SA0^0^:,S0/a
NGC 2852,0.005941,SAB(r)a?,AB
NGC 2853,0.005947,SB0:,B
NGC 2853,0.005947,SB0:,S0
NGC 2854,0.009243,SB(s)b,B
NGC 2855,0.006328,(R)SA(rs)0/a  LINER?,S0/a
NGC 2855,0.006328,(R)SA(rs)0/a  LINER?,A
NGC 2855,0.006328,(R)SA(rs)0/a  LINER?,S0
NGC 2857,0.016264,SA(s)c,A
NGC 2858,0.012145,S0/a,S0/a
NGC 2858,0.012145,S0/a,S0
NGC 2859,0.005631,(R)SB(r)0+     Sy,B
NGC 2859,0.005631,(R)SB(r)0+     Sy,S0
NGC 2860,0.014118,SBa;WR?        HII,B
NGC 2861,0.016913,SB(r)bc,B
NGC 2865,0.008763,E3-4,E
NGC 2872,0.010661,E2,E
NGC 2873,0.010794,S0/a,S0/a
NGC 2873,0.010794,S0/a,S0
NGC 2874,0.012619,SB(r)bc,B
NGC 2876,0.020387,(R')S0^0^ pec?,S0
NGC 2876,0.020387,(R')S0^0^ pec?,S0/a
NGC 2880,0.005184,SB0-,B
NGC 2880,0.005184,SB0-,S0
NGC 2883,0.003929,IB(s)m pec:,B
NGC 2884,0.017304,S0/a?,S0
NGC 2884,0.017304,S0/a?,S0/a
NGC 2885,0.026418,S0             Sy1,S0
NGC 2887,0.009610,SA(s)0-?,S0
NGC 2887,0.009610,SA(s)0-?,E
NGC 2887,0.009610,SA(s)0-?,A
NGC 2888,0.008102,E+:,E
NGC 2888,0.008102,E+:,S0
NGC 2889,0.011131,SAB(rs)c,AB
NGC 2891,0.007952,SA0-:,S0
NGC 2891,0.007952,SA0-:,A
NGC 2892,0.022458,E+ pec:,E
NGC 2893,0.005667,(R)SB0/a       Sbrst,S0/a
NGC 2893,0.005667,(R)SB0/a       Sbrst,B
NGC 2893,0.005667,(R)SB0/a       Sbrst,S0
NGC 2898,0.024880,S0+ pec:,S0
NGC 2898,0.024880,S0+ pec:,E
NGC 2900,0.017779,SBcd:,B
NGC 2902,0.006655,SA(s)0^0^:,E
NGC 2902,0.006655,SA(s)0^0^:,A
NGC 2902,0.006655,SA(s)0^0^:,S0
NGC 2903,0.001834,SAB(rs)bc I-II HII,AB
NGC 2904,0.007802,SAB(s)0-?,S0
NGC 2904,0.007802,SAB(s)0-?,AB
NGC 2904,0.007802,SAB(s)0-?,E
NGC 2907,0.006971,SA(s)a?  poss. LINER,A
NGC 2907,0.006971,SA(s)a?  poss. LINER,S0/a
NGC 2907,0.006971,SA(s)a?  poss. LINER,E
NGC 2907,0.006971,SA(s)a?  poss. LINER,S0
NGC 2911,0.010777,SA(s)0:pec;Sy  LINER,S0
NGC 2911,0.010777,SA(s)0:pec;Sy  LINER,A
NGC 2911,0.010777,SA(s)0:pec;Sy  LINER,E
NGC 2914,0.010487,SB(s)ab,B
NGC 2916,0.012385,SA(rs)b?,A
NGC 2917,0.012255,S0+,S0/a
NGC 2917,0.012255,S0+,S0
NGC 2918,0.022536,E,E
NGC 2919,0.008109,SAB(r)b:,AB
NGC 2921,0.009877,SAB(r)b,AB
NGC 2924,0.015294,E+:,E
NGC 2927,0.025147,SAB(rs)b,AB
NGC 2935,0.007575,(R'_2)SAB(s)b  Sbrst,AB
NGC 2935,0.007575,(R'_2)SAB(s)b  Sbrst,B
NGC 2936,0.023557,I?,E
NGC 2937,0.022647,E,E
NGC 2938,0.007622,SB(rs)cd,B
NGC 2940,0.028560,S0?,E
NGC 2940,0.028560,S0?,S0
NGC 2942,0.014757,SA(s)c:,A
NGC 2943,0.028039,E,E
NGC 2944,0.022676,S,B
NGC 2945,0.015444,SA0-:          AGN,S0
NGC 2945,0.015444,SA0-:          AGN,A
NGC 2946,0.029886,SB?,B
NGC 2947,0.009356,SAB(r)bc,AB
NGC 2948,0.016625,SBbc,B
NGC 2950,0.004410,(R)SB(r)0^0^,S0
NGC 2950,0.004410,(R)SB(r)0^0^,B
NGC 2951 NED02,0.016350,S0-: pec,E
NGC 2954,0.012725,E,E
NGC 2955,0.023376,(R')SA(r)b,A
NGC 2956,0.032149,(R'_1)SB(rs)a,B
NGC 2957 NED01,0.022352,,E
NGC 2958,0.022170,S(r)bc,B
NGC 2959,0.014817,(R')SAB(rs)ab pec:,AB
NGC 2962,0.006561,(R)SAB(rs)0+,S0/a
NGC 2962,0.006561,(R)SAB(rs)0+,S0
NGC 2962,0.006561,(R)SAB(rs)0+,B
NGC 2962,0.006561,(R)SAB(rs)0+,AB
NGC 2963,0.022899,SBab           Sbrst,B
NGC 2964,0.004396,SAB(r)bc       HII,AB
NGC 2965,0.022336,S0             Sy?,S0
NGC 2965,0.022336,S0             Sy?,E
NGC 2966,0.006818,SBc;HII        Sbrst,B
NGC 2967,0.006264,SA(s)c,A
NGC 2968,0.005132,I0,S0
NGC 2969,0.016495,SA(s)c pec:    HII,A
NGC 2970,0.005437,E1:,E
NGC 2971,0.022599,SB(r)b,B
NGC 2974,0.006294,E4  Sy2        LINER,E
NGC 2974,0.006294,E4  Sy2        LINER,S0
NGC 2974,0.006294,E4  Sy2        LINER,S0/a
NGC 2976,0.000009,SAc pec        HII,A
NGC 2978,0.006011,(R')SAB(rs)bc? HII,AB
NGC 2979,0.008810,(R')SA(r)a?    Sy2,A
NGC 2980,0.019160,SAB(s)c?       HII,AB
NGC 2981,0.034650,SAB(rs)bc:,AB
NGC 2983,0.006778,(RL)SB(s)0^+,B
NGC 2983,0.006778,(RL)SB(s)0^+,S0
NGC 2984,0.020553,S0?,E
NGC 2984,0.020553,S0?,S0
NGC 2985,0.004416,(R')SA(rs)ab   LINER,A
NGC 2986,0.007679,E2;HII         BLLAC,S0
NGC 2986,0.007679,E2;HII         BLLAC,E
NGC 2989,0.013813,SAB(s)bc:;HII  Sbrst,AB
NGC 2991,0.024867,S0,S0
